timestamp,name,batch_size,latent_dim,learning_rate,lambda_coord,lambda_desc,lambda_pad,lambda_collapse,beta,recon_loss,kl,scaled_kl,total_loss,avg_weighted_f1,avg_euclid_dist,scaled_coord,scaled_desc,scaled_pad,scaled_collapse,epochs_run,pca_sil,umap_sil,pairwise_mean,pairwise_std,k_used
2025-02-14 02:17:05,pad_beta_toy_bs64_ld16_adam_lr1e-05_wd1e-05_be1.0_co1.0_de1.25_pd1.75_cl0.75_tr0.001,64,16,"[1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05]",1.0,1.25,1.75,0.75,1.0,0.5958856576018863,0.001113355728901,0.001113355728901,0.5969990133307874,0.0054017477668821,"[0.6677238080236647, 0.6742677622371249, 0.6785218781895108, 0.6787451042069329, 0.6775990393426683, 0.6754973530769348, 0.6746887829568651, 0.6741621692975363, 0.668025897608863, 0.6689607434802585, 0.6717317700386047, 0.6757103734546237, 0.6682949132389493, 0.6672542757458158, 0.6671452588505216, 0.6686250368754069, 0.6654098828633627, 0.6687744392289056]",0.3731222450733185,0.1616421871715121,0.0573475356731149,0.0037395130429002,18,0.3132812082767486,0.3797144293785095,5.500802516937256,1.0026205778121948,5
2025-02-13 08:40:15,targeted_toy_bs64_ld16_adam_lr1e-05_wd1e-05_be0.01_co1.0_de1.0_pd2.0_cl0.2_tr0.001,64,16,"[1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05]",1.0,1.0,2.0,0.2,0.01,1.3120544221666124,0.0638964900539981,0.0006389649005399,1.3126933870671524,0.0172420311719179,"[0.670659965938992, 0.6963751249843173, 0.717282685968611, 0.7347535888353983, 0.746828728251987, 0.7547531459066603, 0.7638163963953654, 0.7703976432482401, 0.7755365437931485, 0.7804280188348558, 0.7813829978307089, 0.7797629634539286, 0.7847598923577203, 0.7848040527767606, 0.7836311393313937, 0.7841804689831204, 0.7756390902731154, 0.7628444698121812, 0.7571399145656161, 0.7524720629056295, 0.7499045862091912, 0.757902463277181, 0.7602706087960137, 0.7651725080278184, 0.7561092575391134, 0.7611649764908685, 0.7733561595280966, 0.7758037315474616]",0.8782753745714823,0.2803957081503338,0.1298865568306711,0.0234388899472024,28,0.3059000372886657,0.4124844074249267,5.516374588012695,1.0163013935089111,5
2025-02-13 11:04:50,targeted_toy_bs64_ld16_adam_lr1e-05_wd1e-05_be0.01_co0.5_de0.5_pd1.5_cl4.0_tr0.001,64,16,"[1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05]",0.5,0.5,1.5,4.0,0.01,1.7347248792648315,0.0845741679271062,0.000845741679271,1.7355706209441026,0.1078004091978073,"[0.700278209315406, 0.7113515999582078, 0.715749892923567, 0.7266295419798957, 0.7273396982087029, 0.7317080100377401, 0.7315916617711385, 0.7362274593777127, 0.7343871394793192, 0.7373458941777548, 0.7414350112279257, 0.7430425948566861, 0.739998095565372, 0.7407788104481168, 0.7391167481740316, 0.7457237707244025, 0.7492266363567777, 0.7535112897555033, 0.7491818401548598, 0.7504397829373678, 0.7536593410703871, 0.7548903624216715, 0.7567423317167494, 0.7555091314845614, 0.7560216387112936, 0.7586290637652079, 0.7579803930388557, 0.7573680215411716, 0.7607348230150011, 0.7602775692939758, 0.7617252866427103, 0.7626939614613851, 0.7586672902107239, 0.76215703619851, 0.7648747762044271, 0.762745201587677, 0.7667086786693997, 0.7681204809082879, 0.7667377259996202, 0.7667834957440695, 0.7658488088183932, 0.763562970691257, 0.7669878933164809, 0.7699859274758233, 0.7680743932723999, 0.7698681089613173, 0.7726630369822184, 0.7732462816768222, 0.7711078590816922, 0.7748677598105537, 0.7749828497568766, 0.7715595894389682, 0.7709583772553338, 0.7725744048754374, 0.772213876247406, 0.7705613440937467, 0.7727153764830695, 0.772021108203464, 0.7744381560219659, 0.7730776932504442, 0.770570264922248, 0.7716026107470194, 0.7710093855857849, 0.7745090789265103, 0.7761449880070157, 0.7772132290734185, 0.7778718935118781, 0.7752894361813863, 0.7786146071222093, 0.7755854725837708, 0.7750157912572225, 0.7762942645284865, 0.7798502975040011, 0.7800184819433424, 0.7800944315062629, 0.7833631237347921, 0.7816603514883254, 0.7798960540029738, 0.7808146344290839, 0.7793216837777032]",1.1559392081366644,0.466300497452418,0.1124463942315843,0.0,80,0.3046407699584961,0.3870655298233032,5.570945739746094,1.0097213983535769,5
2025-02-13 10:00:51,targeted_toy_bs64_ld16_adam_lr1e-05_wd1e-05_be0.5_co1.0_de1.0_pd1.0_cl1.0_tr0.001,64,16,"[1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05]",1.0,1.0,1.0,1.0,0.5,1.92037214173211,0.0074196841257313,0.0037098420628656,1.924081983794976,0.0378718376159668,"[0.646435817082723, 0.6468998193740845, 0.6463314029905531, 0.6467244757546319, 0.6472937862078348, 0.6464948256810507, 0.6464322408040365, 0.6471441586812338, 0.6476223468780518, 0.6484806140263876, 0.6467769543329874, 0.6482492287953695, 0.6496510704358419, 0.6496126585536532, 0.6500118573506674, 0.6489784651332431, 0.6498502625359429, 0.6485930681228638, 0.6492154598236084, 0.6502366860707601, 0.6500516136487325, 0.6503403319252862]",1.2468357019954257,0.5606092810630798,0.0092012030589911,0.1036763385766082,22,0.3259204626083374,0.3943958580493927,5.614791393280029,1.0403664112091064,5
2025-02-14 02:15:13,pad_beta_toy_bs64_ld16_adam_lr1e-05_wd1e-05_be1.0_co2.0_de2.5_pd3.5_cl1.5_tr0.001,64,16,"[1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05]",2.0,2.5,3.5,1.5,1.0,1.944055676460266,0.0046643764297995,0.0046643764297995,1.9487200528900657,0.0128744728863239,"[0.6544008321232266, 0.6550423900286356, 0.6593897872500949, 0.6591256260871887, 0.6632670097880893, 0.6641226145956252, 0.6654987202750312, 0.6648964616987441, 0.6659737957848443, 0.6672418183750577, 0.6668801638815138, 0.6657702989048428, 0.6648141741752625, 0.6692382229699029, 0.6687176889843411, 0.6692996356222365, 0.672263675265842, 0.6718157198694017, 0.6742033825980293, 0.6736893985006545, 0.6743858721521165, 0.6748750607172648, 0.6723291145430671, 0.6732938819461398, 0.67150436507331, 0.6724036998218961, 0.6718683242797852, 0.6730542381604513, 0.6741437051031325]",1.2612426214747958,0.4869664443863762,0.1801048484113481,0.0156948732005225,29,0.3154902756214142,0.4151100814342499,5.495865821838379,1.0043468475341797,5
2025-02-13 08:35:28,targeted_toy_bs64_ld16_adam_lr1e-05_wd1e-05_be0.05_co1.0_de2.0_pd1.0_cl1.5_tr0.001,64,16,"[1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05]",1.0,2.0,1.0,1.5,0.05,1.9992271529303656,0.1091890475816196,0.0054594523790809,2.0046866053094465,0.024946991354227,"[0.7129205597771539, 0.7126226557625664, 0.7119662364323934, 0.7137492895126343, 0.7178774078687032, 0.714041723145379, 0.7192014654477438, 0.7165144284566244, 0.7188586990038554, 0.7201895581351386, 0.7208060489760505, 0.7241570684644911, 0.7239417301283942, 0.7269424332512749, 0.7260401381386651, 0.7312235633532206, 0.7340711355209351, 0.7347623639636569, 0.7383788559171889, 0.7392487724622091, 0.7441482477717929, 0.7491805950800577, 0.7515864239798652, 0.7540058758523729]",1.124558515018887,0.7403260072072347,0.044777808090051,0.0895195421245363,24,0.2976561486721039,0.3910650610923767,5.6002044677734375,1.0344635248184204,5
2025-02-13 08:15:50,targeted_toy_bs64_ld16_adam_lr1e-05_wd1e-05_be0.1_co1.0_de1.0_pd1.0_cl0.1_tr0.001,64,16,"[1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05]",1.0,1.0,1.0,0.1,0.1,3.1581309106614857,0.1162657646669281,0.0116265764666928,3.1697574871281784,0.1831151247024536,"[0.6718089448081123, 0.6976231932640076, 0.7154884470833672, 0.7254695031378005, 0.7309374941719903, 0.7400144404835172, 0.7442865636613634, 0.7578179571363661, 0.7608183556132846, 0.7660712003707886, 0.7691962983873155, 0.7732046710120307, 0.7735121978653802, 0.7770780523618063, 0.7765221463309394, 0.7810694641537137, 0.7805338038338555, 0.782483286327786, 0.7828292449315389, 0.7812870740890503, 0.7833351559109158, 0.7807633346981473, 0.7814410196410285, 0.7846169008149041, 0.7820436093542311, 0.7832248210906982, 0.7809606128268771, 0.7808714376555549, 0.7820932467778524, 0.7819182210498385, 0.783038338025411, 0.7794177068604363, 0.7801985277069939, 0.7820296287536621, 0.7815113663673401, 0.7825088765886095, 0.7798251046074761, 0.7807397180133395, 0.7803474002414279, 0.7758325537045797, 0.7802090777291192, 0.7803277373313904, 0.7796640859709846, 0.7833144068717957, 0.781333499484592, 0.7803409496943156, 0.7804433504740397, 0.7810283369488187, 0.7771701415379842, 0.7811023659176297, 0.7808556225564744, 0.7829759452078078, 0.7824519872665405, 0.7812051640616523, 0.7856202258004082, 0.7838778959380256, 0.7845891118049622, 0.7806798881954617, 0.7867783043119643, 0.7873854769600762, 0.7805561688211229, 0.7883387406667074, 0.7850381268395318, 0.7835572957992554, 0.7805975278218588, 0.785604390833113, 0.7870104047987196, 0.784463988410102, 0.7867230706744723, 0.782532791296641, 0.7864180008570353, 0.7875520785649618, 0.7880549828211466, 0.7911346157391866, 0.7912045651011996, 0.7881119383705987, 0.7909305757946439, 0.7927467624346415, 0.7921691868040297, 0.7929357820087009]",2.2562074661254883,0.7206691768434312,0.1812346544530656,0.0,80,0.3266807496547699,0.3835790157318115,5.540841102600098,1.0267136096954346,5
2025-02-13 10:50:25,targeted_toy_bs64_ld16_adam_lr1e-05_wd1e-05_be0.01_co0.75_de3.0_pd2.0_cl1.0_tr0.001,64,16,"[1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05]",0.75,3.0,2.0,1.0,0.01,4.138353188832601,10.6662015914917,0.1066620159149169,4.245015204747518,0.2273384630680084,"[0.6967962053087022, 0.7210245529810587, 0.7341271771325005, 0.7370070616404215, 0.7396918800142076, 0.7404197388225131, 0.7435884210798476, 0.738411565621694, 0.7375898559888204, 0.7385888761944241, 0.7392634087138705, 0.7359855704837375, 0.7363806234465705, 0.7355294757419162, 0.7295632759730021, 0.7318411072095236, 0.7348859508832296, 0.7349178923500909, 0.7360817790031433, 0.7354872094260322, 0.7316309213638306, 0.7305475142267015, 0.7325841453340318, 0.7297394937939115, 0.7343879209624397, 0.7320346236228943, 0.7326010796758864, 0.7295082608858744, 0.7282309664620293, 0.7268385026190016, 0.7274345888031853, 0.7298166354497274, 0.7299954030248854, 0.726725889576806, 0.72638867298762, 0.7260857224464417, 0.7281549241807725, 0.7289409571223788, 0.7248888148201836, 0.726268039809333, 0.7229573461744521, 0.7250231305758158, 0.7254181636704339, 0.7259052991867065, 0.7258286542362637, 0.7211180660459731, 0.7270861930317349, 0.7229528294669257, 0.7108089725176493, 0.7161018186145358, 0.7104678882492913, 0.7127948072221544, 0.7111113203896416, 0.7087649636798434, 0.7068993382983737, 0.7033349010679457, 0.6980087492201064, 0.7034599582354227, 0.6981445286009047, 0.6981738209724426, 0.6997208065456815, 0.7013955182499356, 0.6955303947130839, 0.6944312453269958, 0.690247999297248, 0.6922840144899156, 0.6933278507656522, 0.6901466647783915, 0.691676914691925, 0.689214375283983, 0.6890970402293735, 0.6833610004848905, 0.6856629384888543, 0.6861098541153802, 0.6871859696176317, 0.6848068369759454, 0.6848530901802911, 0.683937648932139, 0.6847901344299316, 0.6896284752421908]",1.7510385380850897,2.05438330438402,0.3328526616096496,0.0,80,0.3574492633342743,0.3841248154640198,5.578415870666504,1.324204921722412,5
2025-02-13 06:49:05,targeted_post_bugfix_toy_bs64_ld16_adam_lr1e-05_wd1e-05_be0.01_co1.0_de1.0_pd1.0_cl2.0_tr0.001,64,16,"[1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05]",1.0,1.0,1.0,2.0,0.01,4.4018993907504615,0.4549009336365593,0.0045490093363655,4.406448400086827,0.2226468920707702,"[0.6780370076497396, 0.6872667604022555, 0.6923868391248915, 0.6928741733233134, 0.697627584139506, 0.702349477344089, 0.7051494386461046, 0.7085288498136733, 0.7090394099553426, 0.7105409569210477, 0.7093405657344394, 0.7118163638644748, 0.7128324111302694, 0.71601892179913, 0.7185506820678711, 0.7184816532664828, 0.7214086254437765, 0.724351704120636, 0.7267588840590583, 0.7336118486192491, 0.7343806293275621, 0.7355693181355795, 0.7380120754241943, 0.744771420955658, 0.7403865191671584, 0.7419013645913866, 0.7447784543037415, 0.746723837322659, 0.7456296881039938, 0.743019077512953, 0.748974879582723, 0.7441369361347623, 0.7426878545019362, 0.7484203378359476, 0.7434483038054572, 0.7524885204103258, 0.7511084940698411, 0.7528834409183927, 0.7502176430490282, 0.7502079341146681, 0.7498329281806946, 0.7499895493189493, 0.751379582617018, 0.7514672146903144, 0.7478765381707085, 0.750548369354672, 0.7510491477118598, 0.7501637008455064, 0.7508788175053067, 0.7504546046257019]",3.266983138190376,0.9104048411051432,0.1703380478752983,0.0541148856282234,50,0.3149659037590027,0.3689686357975006,5.622238159179688,1.0451328754425049,5
2025-02-13 06:08:18,targeted_post_bugfix_toy_bs64_ld16_adam_lr1e-05_wd1e-05_be0.01_co1.0_de1.0_pd1.0_cl1.0_tr0.001,64,16,"[1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05, 1e-05]",1.0,1.0,1.0,1.0,0.01,4.444841066996257,2.43505514992608,0.0243505514992607,4.469191618495517,0.1158146262168884,"[0.6460702684190538, 0.6539131932788425, 0.6581818262736002, 0.6613680124282837, 0.6643148197068108, 0.6657974587546455, 0.6669328477647569, 0.6675847238964505, 0.6688996487193637, 0.6698417464892069, 0.672999792628818, 0.6720975703663297, 0.6728524035877652, 0.6740536226166619, 0.6722131768862406, 0.6746305028597513, 0.6758255826102363, 0.6755248241954379, 0.6726321710480584, 0.6763003269831339, 0.6761642562018501, 0.6743276119232178, 0.6751700904634264, 0.6767099036110772, 0.6743219561047025, 0.6747845609982809, 0.6749826338556077, 0.6735347972975837, 0.6731420424249437, 0.6759439176983304, 0.6747100485695733, 0.6730744441350301, 0.674185746245914, 0.6757089032067193, 0.6738881336318122, 0.6743858721521165, 0.6720086071226332, 0.6749766137864854, 0.6771796941757202, 0.673928850226932, 0.6725180745124817, 0.67406165599823, 0.6740331649780273, 0.6744036806954278, 0.6738682389259338, 0.6721511152055528, 0.6704015930493673, 0.673056940237681, 0.6727023522059122, 0.6733208828502231]",3.28760388162401,1.0541887018415663,0.0989238743980725,0.0040791970160272,50,0.31185365,0.38249516,5.46281099319458,1.0095590353012085,5
